professional_sector,id,profession,one_liner,job_roles,industrial_sectors,degree_dependency,mid_stream_entry,class12_prerequisite,entrance_exams,entry_gate,applicants_per_seat,prep_years,licensing_body,after_undergrad,self_employment,self_emp_ceiling_lpa,self_emp_route,india_demand,pathway,ai_exposure,ai_reason,role_spread,years_to_qualify,cost_of_entry_lakh,early_earnings_lpa,mid_career_lpa,payback_years,ship,failed_rules,path_to_entry,entry_window,verified,source,admin_review,review_priority,review_reason,nuances
Software & Computing,swc-embedded-iot-developer,Embedded Software & IoT Developer,"Writes the code that lives inside machines — cars, meters, drones, smart devices.",Embedded Software Engineer | Firmware Developer | IoT Application Developer | RTOS Engineer | Automotive Software Engineer | Device Driver Developer,ESSCI | ASDC | IT-ITES | AASSC | PSSC | IASC | SMSSC,undergrad,restart_undergrad,physics + maths,JEE Main Paper 1 | JEE Advanced | BITSAT | VITEEE | SRMJEEE | COMEDK,jee-main,23.5,1-2,,masters_advantage,rare,,,high,india,low,"Protected on two layers at once: deep foundational knowledge of how hardware actually behaves, plus physical bench work. Debugging a board with an oscilloscope is not a text problem.",,4,6.0,4.0-8.0,8.0-16.0,1.0,yes,,"class_11_12: Physics and Maths compulsory, plus one of Chemistry/Biology/Vocational -> entrance_exam: JEE Main Paper 1, or a state or private engineering entrance -> degree: B.Tech in Electronics, ECE or Electrical (4 years) -> specialisation: Embedded C, microcontrollers, hands-on board work","route limit: JEE Main — admits only recent class 12 passouts | bypass: 3-year engineering diploma, then lateral entry into B.Tech year 2 (generally no upper age limit); B.Sc graduate lateral entry into B.Tech year 2; Private university admission",verified,data/verified_facts.json#jee-main-paper1-btech,,none,,"[entry_window] The lateral-entry bypass is reliable at national level. AICTE norms set NO maximum age for diploma-to-B.Tech lateral entry, so the three-year JEE window constrains one route and not the profession. What varies is the state: some state LEET rules and some institutions apply an 18 to 26 band, and the diploma aggregate requirement runs 45 to 50 percent. A student should check their own state's LEET, but no state closes the door outright."
Software & Computing,swc-enterprise-software-consultant,Enterprise Software Consultant,Sets up and customises the big software that large companies run on.,SAP Consultant (FICO / MM / ABAP) | Salesforce Developer | Salesforce Administrator | ERP Functional Consultant | ServiceNow Developer | Oracle Applications Consultant | Microsoft Power Platform Developer | RPA Developer,IT-ITES | BFSI | RASCI | SMSSC | LSC | CGSC | MEPSC,undergrad,open,any,CUET (for any bachelor's),cuet-ug,,0-1,,work_first,common,,"Independent implementation consulting, usually after certification and client relationships.",high,india,medium,"Platform configuration is exposed. Sitting with a client's finance team to work out why their process is the way it is, and owning a migration that could halt their business, is clarity. Raised clarity 40->45. The job is understanding why a client's finance or supply process is the way it is before changing it. Strongly 'for whom' — configuration is the exposed part.","[ERP Functional Consultant, Salesforce Administrator] higher: verbal, extraversion, emotional_intelligence / lower: logical",4,4.0,4.0-8.0,9.0-18.0,0.67,yes,,"class_11_12: Any stream. Commerce is genuinely useful for the finance modules. -> degree: Any bachelor's — B.Com and BBA are common routes, not just B.Tech -> certification: SAP, Salesforce or ServiceNow platform certification",,judgment,,,none,,"[job_roles] RPA and no-code automation are merged in here as enterprise tooling rather than kept as a separate career. The work is configuring a vendor platform against a client's process, which is this profession's skill set applied to a different tool. Confirmed as a merge."
Software & Computing,swc-it-business-systems-analyst,IT Business & Systems Analyst,"Sits between users and coders, and turns 'what we need' into 'what to build'.",IT Business Analyst | Systems Analyst | Functional Consultant | Requirements Analyst | Technical Business Analyst (BFSI),IT-ITES | BFSI | HSSC | RASCI | TSSC | MEPSC,undergrad,open,any,CUET (for any bachelor's),cuet-ug,,0-1,,work_first,rare,,,high,india,low,"Now the safest desk job in the sector. Drafting is exposed, but 55% of the work is getting people who disagree to state what they actually want — that is clarity and it does not erode.",,4,4.0,4.0-8.0,9.0-18.0,0.67,yes,,"class_11_12: Any stream -> degree: Any bachelor's — BBA, B.Com, BCA and B.Tech all work -> skills: SQL, requirement documentation, and a domain (banking, retail, health)",,judgment,,,,,"[professional_sector] Sits in Software & Computing rather than Business because in Indian IT services this is a technical job family — SQL, systems, requirements. The craft is closer to computing than to management."
Software & Computing,swc-vfx-graphics-developer,VFX & Graphics Technical Developer,Builds the software tools and pipelines that film and animation studios use to make effects.,VFX Pipeline Developer | Technical Artist | Tools Developer (Maya / Houdini / Nuke) | Rendering Engineer | CAD & Simulation Software Developer,MESC | IT-ITES | AASSC | ASDC | CGSC,undergrad,open,any,JEE Main (B.Tech) | CUET (B.Sc),jee-main,23.5,1-2,,work_first,common,,"Freelance for studios, or a small pipeline and tools shop.",moderate,any,medium,"Revised down from high. Generative models hit execution skill hard, but pipeline and tools work is increasingly about design judgement — knowing what artists need and what a shot should look like — rather than hand-crafting output. The skill layer erodes; the design clarity does not.","[Technical Artist] higher: spatial, openness, musical / lower: attention_span",4,3.0,4.0-8.0,8.0-15.0,0.5,yes,,"class_11_12: Any stream, but Maths is close to essential here -> degree: B.Tech CSE, B.Sc CS, or a VFX/animation diploma for the pipeline track -> portfolio: Python tools for Maya or Houdini, or rendering demos with source code",,judgment,,,none,,
Engineering & Making,eng-civil-engineer,Civil Engineer,"Designs and supervises the building of roads, bridges, dams and buildings.",Site Engineer | Structural Engineer | Highway Engineer | Geotechnical Engineer | Water Resources Engineer | Construction Planning Engineer | Quantity Surveyor,CSDCI | IESC | EXT-GOVT | SCGJ | IISSSC,undergrad,restart_undergrad,physics + maths,JEE Main Paper 1 | JEE Advanced | BITSAT | VITEEE | SRMJEEE | COMEDK,jee-main,23.5,1-2,,work_first,possible_later,,"Own contracting or consultancy firm, typically after site experience and a contractor registration.",high,india,low,"Drawing production and routine calculation are exposed. Judging ground conditions on site, and carrying responsibility for a structure that must not fall down, are not.","[Site Engineer, Construction Planning Engineer] higher: bodily, confidence, extraversion / lower: spatial, attention_span",4,6.0,3.0-6.0,8.0-14.0,1.33,yes,,"class_11_12: Physics and Maths compulsory, plus one of Chemistry/Biology/Vocational -> entrance_exam: JEE Main Paper 1, or a state or private engineering entrance -> degree: B.Tech in Civil Engineering (4 years) -> specialisation: Internships and site or plant exposure decide who gets hired","route limit: JEE Main — admits only recent class 12 passouts | bypass: 3-year engineering diploma, then lateral entry into B.Tech year 2 (generally no upper age limit); B.Sc graduate lateral entry into B.Tech year 2; Private university admission",verified,data/verified_facts.json#jee-main-paper1-btech,,,,"[class12_prerequisite] Chemistry is NOT compulsory for engineering. JEE Main Paper 1 requires Physics and Maths plus any one of Chemistry, Biology, Biotechnology or a vocational subject — so Physics + Maths + Computer Science qualifies. This applies to every B.Tech profession in this sector."
Engineering & Making,eng-mechanical-engineer,Mechanical Engineer,"Designs and maintains machines, engines, vehicles and the systems that manufacture things.",Design Engineer | Production Engineer | Maintenance Engineer | Quality Engineer | HVAC Design Engineer | Tool & Die Engineer | Industrial Engineer | Piping Design Engineer | Turbomachinery Engineer | Rolling Stock / Railway Engineer | Vehicle Design Engineer | Powertrain Engineer | EV Systems Engineer | Vehicle Testing Engineer,CGSC | SMSSC | ASDC | AASSC | IISSSC | HYSSC | PSSC | EXT-GOVT,undergrad,restart_undergrad,physics + maths,JEE Main Paper 1 | JEE Advanced | BITSAT | VITEEE | SRMJEEE | COMEDK,jee-main,23.5,1-2,,work_first,possible_later,,"Own fabrication, job-work or design consultancy.",high,india,low,"CAD drafting and standard calculation are exposed. Diagnosing why a machine actually fails on the shop floor, and designing for real manufacturing constraints, are not.","[Production Engineer, Maintenance Engineer, Quality Engineer] higher: conscientiousness, attention_span, bodily / lower: openness, spatial",4,6.0,3.0-6.5,5.0-12.0,1.26,yes,,"class_11_12: Physics and Maths compulsory, plus one of Chemistry/Biology/Vocational -> entrance_exam: JEE Main Paper 1, or a state or private engineering entrance -> degree: B.Tech in Mechanical Engineering (4 years) -> specialisation: Internships and site or plant exposure decide who gets hired","route limit: JEE Main — admits only recent class 12 passouts | bypass: 3-year engineering diploma, then lateral entry into B.Tech year 2 (generally no upper age limit); B.Sc graduate lateral entry into B.Tech year 2; Private university admission",verified,data/verified_facts.json#jee-main-paper1-btech,,,,"[entry_window] The diploma and B.Sc lateral-entry bypass generally has no upper age limit, but some states cap it between 18 and 26. Confirm the rule for the student's state before relying on it. Applies to every B.Tech profession in this sector. || [job_roles] Automobile engineering is folded in here. It shares the same skill set as mechanical engineering — thermodynamics, mechanics, CAD, materials, manufacturing — and differs only by industry. Two professions with the same skill profile would always surface together in a psychometric recommender, adding noise without information. Students drawn to vehicles should find this through the automotive industrial tag and the vehicle job roles."
Engineering & Making,eng-electrical-engineer,Electrical Engineer,Designs and looks after the systems that generate and carry electricity.,Power Systems Engineer | Substation Engineer | Electrical Design Engineer | Transmission & Distribution Engineer | Testing & Commissioning Engineer | Solar Plant Engineer | Wind Energy Engineer | Grid Integration Engineer,PSSC | CGSC | SCGJ | CSDCI | IISSSC | EXT-GOVT,undergrad,restart_undergrad,physics + maths,JEE Main Paper 1 | JEE Advanced | BITSAT | VITEEE | SRMJEEE | COMEDK,jee-main,23.5,1-2,,work_first,possible_later,,"Own electrical contracting firm, which needs a state contractor licence.",high,india,low,"Load calculations and drawing work are exposed. Commissioning live equipment, where a mistake is lethal and irreversible, is not.","[Testing & Commissioning Engineer, Substation Engineer] higher: bodily, confidence, conscientiousness / lower: openness",4,6.0,3.0-6.0,6.0-12.0,1.33,yes,,"class_11_12: Physics and Maths compulsory, plus one of Chemistry/Biology/Vocational -> entrance_exam: JEE Main Paper 1, or a state or private engineering entrance -> degree: B.Tech in Electrical Engineering (4 years) -> specialisation: Internships and site or plant exposure decide who gets hired","route limit: JEE Main — admits only recent class 12 passouts | bypass: 3-year engineering diploma, then lateral entry into B.Tech year 2 (generally no upper age limit); B.Sc graduate lateral entry into B.Tech year 2; Private university admission",verified,data/verified_facts.json#jee-main-paper1-btech,,,,"[job_roles] Renewable energy engineering is NOT a separate profession — it is electrical engineering applied to solar and wind. A coverage probe found the skill set already here, with the certificate tier covered by Solar Panel Technician. India's renewable targets are growing these roles fast."
Engineering & Making,eng-electronics-communication-engineer,Electronics & Communication Engineer,"Designs the circuits and signal systems inside phones, networks and electronic devices.",Electronics Design Engineer | PCB Design Engineer | RF Engineer | Telecom Network Engineer | Test & Validation Engineer,ESSCI | TSSC | AASSC | SMSSC | IASC,undergrad,restart_undergrad,physics + maths,JEE Main Paper 1 | JEE Advanced | BITSAT | VITEEE | SRMJEEE | COMEDK,jee-main,23.5,1-2,,work_first,rare,,,high,india,low,"Schematic capture and routine PCB layout are exposed. Debugging a board that works in simulation and fails on the bench is physical, and stays human.",,4,6.0,3.5-7.0,7.0-14.0,1.14,yes,,"class_11_12: Physics and Maths compulsory, plus one of Chemistry/Biology/Vocational -> entrance_exam: JEE Main Paper 1, or a state or private engineering entrance -> degree: B.Tech in Electronics & Communication (4 years) -> specialisation: Internships and site or plant exposure decide who gets hired","route limit: JEE Main — admits only recent class 12 passouts | bypass: 3-year engineering diploma, then lateral entry into B.Tech year 2 (generally no upper age limit); B.Sc graduate lateral entry into B.Tech year 2; Private university admission",verified,data/verified_facts.json#jee-main-paper1-btech,,,,
Engineering & Making,eng-chip-design-engineer,Chip Design Engineer,Designs the microchips that run every electronic device.,VLSI Design Engineer | Physical Design Engineer | Design Verification Engineer | Analog Design Engineer | FPGA Engineer | DFT Engineer,ESSCI | SMSSC | IT-ITES,undergrad,restart_undergrad,physics + maths,JEE Main Paper 1 | JEE Advanced | BITSAT | VITEEE | SRMJEEE | COMEDK,jee-main,23.5,1-2,,masters_advantage,rare,,,high,any,medium,"Highest-paying entry in the sector and the most digital, so more exposed than other engineering branches. Deep device physics and debugging silicon that behaves unlike its model remain human.",,4,6.0,8.0-16.0,18.0-35.0,0.5,yes,,"class_11_12: Physics and Maths compulsory, plus one of Chemistry/Biology/Vocational -> entrance_exam: JEE Main Paper 1, or a state or private engineering entrance -> degree: B.Tech in Electronics / VLSI (4 years) -> specialisation: Internships and site or plant exposure decide who gets hired","route limit: JEE Main — admits only recent class 12 passouts | bypass: 3-year engineering diploma, then lateral entry into B.Tech year 2 (generally no upper age limit); B.Sc graduate lateral entry into B.Tech year 2; Private university admission",verified,data/verified_facts.json#jee-main-paper1-btech,,none,,"[economics] The highest salary band in Sector 2, shipped as it stands. It reflects the current India Semiconductor Mission investment cycle and the shortage of experienced VLSI engineers. Design-services work for global fabless firms is long-established in Bengaluru and Hyderabad and does not depend on Indian fabs being built; the upper end of the band does."
Engineering & Making,eng-chemical-engineer,Chemical Engineer,"Designs the large-scale processes that turn raw materials into fuels, medicines and plastics.",Process Engineer | Plant Operations Engineer | Quality Control Engineer | Process Design Engineer,HYSSC | LSSSDC | PCSC | RSDC | FICSI | SCGJ,undergrad,restart_undergrad,physics + maths,JEE Main Paper 1 | JEE Advanced | BITSAT | VITEEE | SRMJEEE | COMEDK,jee-main,23.5,1-2,,work_first,rare,,,moderate,india,low,"Process simulation is exposed. Judging plant safety, and being accountable when a reaction runs away, are not.","[Plant Operations Engineer] higher: bodily, confidence, attention_span / lower: openness, spatial",4,6.0,3.5-7.0,7.0-14.0,1.14,yes,,"class_11_12: Physics and Maths compulsory, plus one of Chemistry/Biology/Vocational -> entrance_exam: JEE Main Paper 1, or a state or private engineering entrance -> degree: B.Tech in Chemical Engineering (4 years) -> specialisation: Internships and site or plant exposure decide who gets hired","route limit: JEE Main — admits only recent class 12 passouts | bypass: 3-year engineering diploma, then lateral entry into B.Tech year 2 (generally no upper age limit); B.Sc graduate lateral entry into B.Tech year 2; Private university admission",verified,data/verified_facts.json#jee-main-paper1-btech,,,,
Engineering & Making,eng-aerospace-engineer,Aerospace Engineer,"Designs aircraft, rockets and satellites, and the systems that fly them.",Aerodynamics Engineer | Aircraft Structures Engineer | Propulsion Engineer | Avionics Engineer | Flight Test Engineer | Satellite Systems Engineer,AASSC | EXT-DEFENCE | EXT-RND | SMSSC,undergrad,restart_undergrad,physics + maths,JEE Main Paper 1 | JEE Advanced | BITSAT | VITEEE | SRMJEEE | COMEDK,jee-main,23.5,1-2,,masters_advantage,rare,,,moderate,any,low,Highest foundational-knowledge share in the sector. Simulation work is exposed; certifying that a design is safe to fly carries consequence a model cannot hold.,,4,6.0,4.0-8.0,8.0-16.0,1.0,yes,,"class_11_12: Physics and Maths compulsory, plus one of Chemistry/Biology/Vocational -> entrance_exam: JEE Main Paper 1, or a state or private engineering entrance -> degree: B.Tech in Aerospace / Aeronautical Engineering (4 years) -> specialisation: Internships and site or plant exposure decide who gets hired","route limit: JEE Main — admits only recent class 12 passouts | bypass: 3-year engineering diploma, then lateral entry into B.Tech year 2 (generally no upper age limit); B.Sc graduate lateral entry into B.Tech year 2; Private university admission",verified,data/verified_facts.json#jee-main-paper1-btech,,,,
Engineering & Making,eng-mining-engineer,Mining Engineer,"Plans how to extract coal, ore and minerals from the earth safely.",Mine Planning Engineer | Mine Safety Officer | Blasting Engineer | Mineral Processing Engineer | Ventilation Engineer,SCMS | IISSSC | EXT-GOVT | SCGJ,undergrad,restart_undergrad,physics + maths,JEE Main Paper 1 | JEE Advanced | BITSAT | VITEEE | SRMJEEE | COMEDK,jee-main,23.5,1-2,Directorate General of Mines Safety (DGMS),work_first,rare,,,moderate,india,low,"Underground work cannot be done remotely, and statutory safety duties sit with a named person. Planning software is exposed; being the accountable officer below ground is not.","[Mine Safety Officer] higher: emotional_intelligence, verbal, dogmatism / lower: spatial",4,6.0,5.0-9.0,10.0-18.0,0.86,yes,,"class_11_12: Physics and Maths compulsory, plus one of Chemistry/Biology/Vocational -> entrance_exam: JEE Main Paper 1, or a state or private engineering entrance -> degree: B.Tech in Mining Engineering (4 years) -> specialisation: Internships and site or plant exposure decide who gets hired","route limit: JEE Main — admits only recent class 12 passouts | bypass: 3-year engineering diploma, then lateral entry into B.Tech year 2 (generally no upper age limit); B.Sc graduate lateral entry into B.Tech year 2; Private university admission",verified,https://www.dgms.gov.in/UserView/index?mid=1542,,none,,"[licensing_body] The degree gets you into the profession; the DGMS certificate gates the top of it. Under the Mines Act 1952 with the Coal Mines Regulations 2017 and the Metalliferous Mines Regulations 1961, the posts of Manager, Overman, Surveyor and Sirdar are STATUTORY - they can only be held by someone carrying a DGMS Certificate of Competency, and the holder carries personal legal liability for safety. First Class and Second Class Manager certificates require the degree or diploma PLUS documented underground or opencast experience, and are held for life subject to medical fitness. A mining engineer can work without one; they cannot run a mine."
